match_id,data,casa,ospite,gol_casa_reali,gol_ospite_reali,gol_casa_baseline,gol_ospite_baseline,tiri_dentro_casa_pre,tiri_fuori_casa_pre,tiri_dentro_casa_concessi_pre,tiri_fuori_casa_concessi_pre,tiri_dentro_ospite_pre,tiri_fuori_ospite_pre,tiri_dentro_ospite_concessi_pre,tiri_fuori_ospite_concessi_pre,expected_tiri_dentro_casa,expected_tiri_dentro_ospite,expected_tiri_fuori_casa,expected_tiri_fuori_ospite,tiri_dentro_casa_reali,tiri_fuori_casa_reali,tiri_dentro_ospite_reali,tiri_fuori_ospite_reali,valido
29940,2025-11-03 17:30:00,Sassuolo,Genoa,1.0,2.0,1.1193310657596371,0.7802677338741764,6.0,4.0,8.222222222222221,5.111111111111111,6.555555555555555,5.333333333333333,7.111111111111111,3.2222222222222223,6.555555555555555,7.388888888888888,3.611111111111111,5.222222222222221,8,5,11,5,True
29936,2025-11-03 19:45:00,Lazio,Cagliari,2.0,0.0,1.176767676767677,0.8991477272727274,6.555555555555555,4.111111111111111,9.777777777777779,4.333333333333333,5.666666666666667,3.6666666666666665,9.222222222222221,4.777777777777778,7.888888888888888,7.722222222222223,4.444444444444445,4.0,5,3,9,8,True
29952,2025-11-07 19:45:00,Pisa,Cremonese,1.0,0.0,0.915,1.3041814159292036,6.3,3.1,9.6,6.5,4.3,3.3,10.1,6.6,8.2,6.949999999999999,4.85,4.9,11,2,9,4,True
29946,2025-11-08 14:00:00,Como,Cagliari,0.0,0.0,1.1618811881188118,0.7760727526497143,7.4,6.3,6.8,4.8,6.0,4.1,8.8,4.6,8.100000000000001,6.4,5.449999999999999,4.449999999999999,5,5,4,0,True
29950,2025-11-08 14:00:00,Lecce,Verona,0.0,0.0,0.956372549019608,0.9669087414701563,5.2,4.6,8.6,3.6,7.9,5.2,6.8,5.5,6.0,8.25,5.05,4.4,5,6,4,1,True
29949,2025-11-08 17:00:00,Juventus,Torino,0.0,0.0,1.2509708737864078,1.002357683589239,9.6,6.9,6.5,5.2,7.2,4.5,8.3,6.1,8.95,6.85,6.5,4.85,15,6,7,1,True
29951,2025-11-08 19:45:00,Parma,Milan,2.0,2.0,0.7956730769230769,1.360171340223653,5.5,3.9,8.3,5.9,9.5,4.5,6.3,4.4,5.9,8.9,4.15,5.2,9,5,6,3,True
29944,2025-11-09 11:30:00,Atalanta,Sassuolo,0.0,3.0,1.2000000000000002,0.9500000000000001,9.3,5.4,5.0,5.7,6.2,4.1,8.5,5.1,8.9,5.6,5.25,4.9,7,7,6,2,True
29945,2025-11-09 14:00:00,Bologna,Napoli,2.0,0.0,1.3518867924528304,1.1658579261409452,8.1,5.0,6.6,3.4,9.7,5.5,6.1,4.9,7.1,8.149999999999999,4.95,4.45,6,5,1,3,True
29947,2025-11-09 14:00:00,Genoa,Fiorentina,2.0,2.0,0.8514018691588785,1.0228619515285917,7.0,5.3,7.2,3.4,7.0,5.0,8.9,3.7,7.95,7.1,4.5,4.2,9,1,4,3,True
29953,2025-11-09 17:00:00,Roma,Udinese,2.0,0.0,1.0555555555555556,0.8377777777777777,9.2,5.2,5.9,4.7,6.5,5.2,7.6,4.7,8.399999999999999,6.2,4.95,4.95,11,2,7,3,True
29948,2025-11-09 19:45:00,Inter,Lazio,2.0,0.0,1.7550458715596329,1.2538452498294033,12.6,6.5,5.3,4.1,6.4,4.0,9.7,4.7,11.149999999999999,5.85,5.6,4.05,7,1,3,5,True
29955,2025-11-22 14:00:00,Cagliari,Genoa,3.0,3.0,0.9636363636363637,0.9859165424739195,5.818181818181818,3.727272727272727,8.454545454545455,4.636363636363637,7.181818181818182,4.909090909090909,6.909090909090909,3.3636363636363638,6.363636363636363,7.818181818181818,3.5454545454545454,4.772727272727273,8,3,10,3,True
29963,2025-11-22 14:00:00,Udinese,Bologna,0.0,3.0,1.1085176085176085,1.6384075645893827,6.545454545454546,5.0,7.909090909090909,4.454545454545454,7.909090909090909,5.0,6.090909090909091,3.3636363636363638,6.318181818181818,7.909090909090909,4.181818181818182,4.727272727272727,7,5,8,2,True
29957,2025-11-22 17:00:00,Fiorentina,Juventus,1.0,1.0,0.9738230519480519,1.4706194278457798,6.7272727272727275,4.818181818181818,8.909090909090908,3.4545454545454546,10.090909090909092,6.818181818181818,6.545454545454546,4.818181818181818,6.636363636363637,9.5,4.818181818181818,5.136363636363637,5,6,9,8,True
29960,2025-11-22 19:45:00,Napoli,Atalanta,3.0,1.0,1.2914320193081257,1.0428558573286697,8.909090909090908,5.2727272727272725,6.090909090909091,4.909090909090909,9.090909090909092,5.545454545454546,5.090909090909091,5.363636363636363,7.0,7.590909090909092,5.318181818181818,5.2272727272727275,8,3,5,9,True
29954,2025-11-23 11:30:00,Verona,Parma,1.0,2.0,0.8407097288676236,1.0104263408689247,7.545454545454546,4.818181818181818,6.636363636363637,5.545454545454546,5.818181818181818,4.0,8.090909090909092,5.636363636363637,7.818181818181818,6.2272727272727275,5.2272727272727275,4.772727272727273,5,5,7,8,True
29956,2025-11-23 14:00:00,Cremonese,Roma,1.0,3.0,1.1150197628458498,1.1359118749879997,4.7272727272727275,3.3636363636363638,10.181818181818182,6.181818181818182,9.363636363636363,4.909090909090909,6.0,4.545454545454546,5.363636363636363,9.772727272727273,3.954545454545455,5.545454545454545,5,4,6,6,True
29959,2025-11-23 17:00:00,Lazio,Lecce,2.0,0.0,1.1641849529780566,0.8027474196320097,6.090909090909091,4.090909090909091,9.454545454545455,4.363636363636363,5.181818181818182,4.7272727272727275,8.181818181818182,3.3636363636363638,7.136363636363637,7.318181818181818,3.7272727272727275,4.545454545454545,11,8,2,3,True
29958,2025-11-23 19:45:00,Inter,Milan,0.0,1.0,1.7544677544677547,1.3134309908394033,12.090909090909092,6.0,5.090909090909091,4.181818181818182,9.181818181818182,4.363636363636363,6.545454545454546,4.454545454545454,9.318181818181818,7.136363636363637,5.227272727272727,4.2727272727272725,12,8,3,4,True
29962,2025-11-24 17:30:00,Torino,Como,1.0,5.0,1.0244607087827426,1.2693503888010307,7.181818181818182,4.181818181818182,8.909090909090908,6.090909090909091,7.181818181818182,6.181818181818182,6.545454545454546,4.363636363636363,6.863636363636363,8.045454545454545,4.2727272727272725,6.136363636363637,7,3,12,3,True
29961,2025-11-24 19:45:00,Sassuolo,Pisa,2.0,2.0,1.2140947288006112,0.9150714064739344,6.181818181818182,3.909090909090909,8.363636363636363,5.2727272727272725,6.7272727272727275,3.0,9.545454545454545,6.2727272727272725,7.863636363636363,7.545454545454545,5.090909090909091,4.136363636363637,14,8,10,0,True
29966,2025-11-28 19:45:00,Como,Sassuolo,2.0,0.0,1.2895833333333333,0.937055704898447,7.583333333333333,5.916666666666667,6.583333333333333,4.25,6.833333333333333,4.25,8.5,4.833333333333333,8.041666666666666,6.708333333333333,5.375,4.25,12,6,9,3,True
29971,2025-11-29 14:00:00,Parma,Udinese,0.0,2.0,0.9555785123966941,1.1219173700773506,5.916666666666667,4.333333333333333,7.833333333333333,5.583333333333333,6.583333333333333,5.0,7.916666666666667,4.25,6.916666666666667,7.208333333333333,4.291666666666666,5.291666666666666,8,9,10,4,True
29967,2025-11-29 14:00:00,Genoa,Verona,2.0,1.0,1.0382513661202186,1.0307079366918328,7.416666666666667,4.75,7.0,3.3333333333333335,7.333333333333333,4.833333333333333,6.666666666666667,5.75,7.041666666666667,7.166666666666666,5.25,4.083333333333333,11,4,11,2,True
29968,2025-11-29 17:00:00,Juventus,Cagliari,2.0,1.0,1.20630081300813,0.9669324577861164,10.0,6.916666666666667,6.416666666666667,4.916666666666667,6.0,3.6666666666666665,8.583333333333334,4.5,9.291666666666668,6.208333333333334,5.708333333333334,4.291666666666667,9,5,3,2,True
29970,2025-11-29 19:45:00,Milan,Lazio,1.0,0.0,1.3326612903225805,0.9924552126353386,8.666666666666666,4.333333333333333,7.0,4.75,6.5,4.416666666666667,8.833333333333334,4.25,8.75,6.75,4.291666666666666,4.583333333333334,10,6,5,4,True
29969,2025-11-30 11:30:00,Lecce,Torino,2.0,1.0,0.9133333333333333,1.1159099616858237,4.916666666666667,4.583333333333333,8.416666666666666,3.75,7.166666666666667,4.083333333333333,9.166666666666666,5.833333333333333,7.041666666666666,7.791666666666666,5.208333333333333,3.9166666666666665,6,4,9,6,True
29972,2025-11-30 14:00:00,Pisa,Inter,0.0,2.0,0.998015873015873,1.7868350127309172,7.0,2.75,9.916666666666666,6.416666666666667,12.083333333333334,6.166666666666667,4.916666666666667,4.166666666666667,5.958333333333334,11.0,3.4583333333333335,6.291666666666667,8,2,10,4,True
29964,2025-11-30 17:00:00,Atalanta,Fiorentina,2.0,0.0,1.1640419947506562,0.9996292836276821,8.75,5.833333333333333,5.333333333333333,5.166666666666667,6.583333333333333,4.916666666666667,8.916666666666666,3.8333333333333335,8.833333333333332,5.958333333333333,4.833333333333333,5.041666666666667,14,7,13,2,True
29973,2025-11-30 19:45:00,Roma,Napoli,0.0,1.0,1.205078125,0.9814672330948372,9.083333333333334,5.0,5.916666666666667,4.5,8.833333333333334,5.083333333333333,6.0,5.25,7.541666666666667,7.375,5.125,4.791666666666666,5,3,3,4,True
29965,2025-12-01 19:45:00,Bologna,Cremonese,1.0,3.0,1.4525193798449614,0.882579600437022,7.916666666666667,4.75,6.166666666666667,3.5,4.75,3.4166666666666665,9.833333333333334,6.166666666666667,8.875,5.458333333333334,5.458333333333334,3.458333333333333,20,9,7,3,True
29980,2025-12-06 14:00:00,Sassuolo,Fiorentina,3.0,1.0,1.1961538461538463,0.9941543555781968,7.0,4.153846153846154,8.76923076923077,4.923076923076923,7.076923076923077,4.6923076923076925,9.307692307692308,4.076923076923077,8.153846153846153,7.923076923076923,4.115384615384615,4.807692307692308,9,4,5,4,True
29976,2025-12-06 17:00:00,Inter,Como,4.0,0.0,1.6608925425719319,1.220214999289988,11.923076923076923,6.0,5.153846153846154,4.0,7.923076923076923,5.923076923076923,6.769230769230769,4.153846153846154,9.346153846153847,6.538461538461538,5.076923076923077,4.961538461538462,9,2,8,7,True
29983,2025-12-06 19:45:00,Verona,Atalanta,3.0,1.0,0.8948135198135199,1.388998666759213,7.615384615384615,4.615384615384615,7.0,5.615384615384615,9.153846153846153,5.923076923076923,5.923076923076923,4.923076923076923,6.769230769230769,8.076923076923077,4.769230769230769,5.769230769230769,6,6,7,5,True
29975,2025-12-07 11:30:00,Cremonese,Lecce,2.0,0.0,1.2056101792943898,1.0273801471227912,4.923076923076923,3.3846153846153846,10.615384615384615,6.384615384615385,5.0,4.538461538461538,8.461538461538462,3.923076923076923,6.6923076923076925,7.8076923076923075,3.6538461538461537,5.461538461538462,8,3,7,2,True
29974,2025-12-07 14:00:00,Cagliari,Roma,1.0,0.0,1.0895522388059702,1.3061797595797506,5.769230769230769,3.5384615384615383,8.615384615384615,4.538461538461538,8.76923076923077,4.846153846153846,5.6923076923076925,4.461538461538462,5.730769230769231,8.692307692307693,4.0,4.692307692307692,10,5,5,1,True
29977,2025-12-07 17:00:00,Lazio,Bologna,1.0,1.0,1.163960113960114,1.1860950029416422,6.384615384615385,4.384615384615385,8.923076923076923,4.384615384615385,8.846153846153847,5.076923076923077,6.230769230769231,3.4615384615384617,6.307692307692308,8.884615384615385,3.9230769230769234,4.730769230769231,11,5,8,5,True
29978,2025-12-07 19:45:00,Napoli,Juventus,2.0,1.0,1.3556278280542986,1.067530298438494,8.384615384615385,5.0,5.923076923076923,5.076923076923077,9.923076923076923,6.769230769230769,6.153846153846154,4.6923076923076925,7.26923076923077,7.923076923076923,4.846153846153847,5.923076923076923,7,2,2,3,True
29979,2025-12-08 14:00:00,Pisa,Parma,0.0,1.0,0.9722066254912972,1.0169478862323627,7.076923076923077,2.6923076923076925,9.923076923076923,6.230769230769231,6.076923076923077,4.6923076923076925,8.0,5.461538461538462,7.538461538461538,8.0,4.076923076923077,5.461538461538462,9,4,6,3,True
29982,2025-12-08 17:00:00,Udinese,Genoa,1.0,2.0,1.1236064659977703,1.2558375268783801,6.846153846153846,4.923076923076923,7.923076923076923,4.615384615384615,7.6923076923076925,4.6923076923076925,7.3076923076923075,3.230769230769231,7.076923076923077,7.807692307692308,4.076923076923077,4.653846153846153,16,7,7,5,True
29981,2025-12-08 19:45:00,Torino,Milan,2.0,3.0,1.0478693967902601,1.6521247009362414,7.3076923076923075,4.230769230769231,8.923076923076923,5.6923076923076925,8.76923076923077,4.461538461538462,6.846153846153846,4.6923076923076925,7.076923076923077,8.846153846153847,4.461538461538462,5.076923076923077,3,5,13,4,True
29988,2025-12-12 19:45:00,Lecce,Pisa,1.0,0.0,0.9482142857142857,1.0183993310315065,5.142857142857143,4.357142857142857,8.428571428571429,3.857142857142857,7.214285714285714,2.7857142857142856,9.642857142857142,6.0,7.392857142857142,7.821428571428571,5.178571428571429,3.321428571428571,15,6,5,0,True
29992,2025-12-13 14:00:00,Torino,Cremonese,1.0,0.0,1.0886524822695036,1.5870788843607169,7.0,4.285714285714286,9.214285714285714,5.571428571428571,5.142857142857143,3.357142857142857,10.357142857142858,6.071428571428571,8.678571428571429,7.178571428571429,5.178571428571429,4.464285714285714,15,3,7,3,True
29990,2025-12-13 17:00:00,Parma,Lazio,0.0,1.0,0.94341046277666,1.1783072415617684,6.071428571428571,4.571428571428571,8.071428571428571,5.357142857142857,6.714285714285714,4.428571428571429,8.857142857142858,4.428571428571429,7.464285714285714,7.392857142857142,4.5,4.892857142857142,12,7,9,6,True
29984,2025-12-13 19:45:00,Atalanta,Cagliari,2.0,1.0,1.191058941058941,1.1054738674499154,9.0,5.857142857142857,5.928571428571429,5.0,6.071428571428571,3.642857142857143,8.357142857142858,4.285714285714286,8.678571428571429,6.0,5.071428571428571,4.321428571428571,12,5,5,3,True
29989,2025-12-14 11:30:00,Milan,Sassuolo,2.0,2.0,1.3707837301587302,1.05606951299313,9.071428571428571,4.428571428571429,6.571428571428571,4.714285714285714,7.142857142857143,4.142857142857143,8.5,4.857142857142857,8.785714285714285,6.857142857142858,4.642857142857142,4.428571428571429,8,5,5,3,True
29986,2025-12-14 14:00:00,Fiorentina,Verona,1.0,2.0,0.9807881773399014,1.205338130802933,6.928571428571429,4.642857142857143,9.285714285714286,4.071428571428571,7.5,4.714285714285714,7.0,5.571428571428571,6.964285714285714,8.392857142857142,5.107142857142858,4.392857142857142,13,7,7,7,True
29993,2025-12-14 14:00:00,Udinese,Napoli,1.0,0.0,1.1247553816046967,1.604261886341029,7.5,5.071428571428571,7.857142857142857,4.642857142857143,8.285714285714286,4.785714285714286,5.642857142857143,4.928571428571429,6.571428571428571,8.071428571428571,5.0,4.714285714285714,7,11,5,2,True
29987,2025-12-14 17:00:00,Genoa,Inter,1.0,2.0,1.1224489795918369,1.9702307009760425,7.642857142857143,4.714285714285714,7.928571428571429,3.5,11.714285714285714,5.714285714285714,5.357142857142857,4.214285714285714,6.5,9.821428571428571,4.464285714285714,4.607142857142858,3,2,9,9,True
29985,2025-12-14 19:45:00,Bologna,Juventus,0.0,1.0,1.4092664092664093,1.0639752173003405,8.785714285714286,5.071428571428571,6.571428571428571,3.5714285714285716,9.357142857142858,6.5,6.214285714285714,4.5,7.5,7.964285714285714,4.785714285714286,5.035714285714286,8,4,9,4,True
29991,2025-12-15 19:45:00,Roma,Como,1.0,0.0,1.1212847555129435,0.9404739665524485,8.5,4.571428571428571,6.0,4.5,7.928571428571429,6.0,6.928571428571429,4.0,7.714285714285714,6.964285714285714,4.285714285714286,5.25,12,2,8,5,True
30000,2025-12-20 17:00:00,Lazio,Cremonese,0.0,0.0,1.15,0.9635714285714284,6.866666666666666,4.533333333333333,9.066666666666666,4.6,5.266666666666667,3.3333333333333335,10.666666666666666,5.866666666666666,8.766666666666666,7.166666666666666,5.199999999999999,3.966666666666667,4,4,1,8,True
29999,2025-12-20 19:45:00,Juventus,Roma,2.0,1.0,1.21280353200883,1.004490654893304,9.333333333333334,6.333333333333333,6.333333333333333,4.466666666666667,8.733333333333333,4.4,6.133333333333334,4.533333333333333,7.733333333333334,7.533333333333333,5.433333333333334,4.433333333333334,8,5,9,5,True
29994,2025-12-21 11:30:00,Cagliari,Pisa,2.0,2.0,1.080592105263158,1.0079070063615128,6.0,3.6,8.6,4.333333333333333,7.066666666666666,2.6,10.0,6.0,8.0,7.833333333333333,4.8,3.466666666666667,5,9,14,1,True
30002,2025-12-21 14:00:00,Sassuolo,Torino,0.0,1.0,1.2833333333333332,1.129761904761905,7.0,4.066666666666666,8.466666666666667,4.866666666666666,7.533333333333333,4.2,9.066666666666666,5.4,8.033333333333333,8.0,4.733333333333333,4.533333333333333,5,2,6,4,True
29996,2025-12-21 17:00:00,Fiorentina,Udinese,5.0,1.0,0.9811688311688312,1.3882504615186182,7.333333333333333,4.8,9.133333333333333,4.266666666666667,7.466666666666667,5.466666666666667,7.666666666666667,4.466666666666667,7.5,8.3,4.633333333333333,4.866666666666667,10,10,8,3,True
29997,2025-12-21 19:45:00,Genoa,Atalanta,0.0,1.0,1.1204301075268817,1.4070709756193627,7.333333333333333,4.533333333333333,8.0,3.8666666666666667,9.2,5.8,5.866666666666666,4.866666666666666,6.6,8.6,4.699999999999999,4.833333333333333,6,0,11,5,True
30008,2025-12-27 11:30:00,Parma,Fiorentina,1.0,0.0,0.918269230769231,1.1305587021426062,6.466666666666667,4.733333333333333,8.133333333333333,5.4,7.5,5.125,9.0625,4.1875,7.764583333333333,7.816666666666666,4.460416666666667,5.2625,9,4,14,9,True
30011,2025-12-27 14:00:00,Torino,Cagliari,1.0,2.0,1.0828025477707006,1.3335909084481918,7.4375,4.1875,8.8125,5.1875,5.9375,3.9375,8.9375,4.125,8.1875,7.375,4.15625,4.5625,11,8,4,5,True
30006,2025-12-27 14:00:00,Lecce,Como,0.0,3.0,0.9505274261603377,1.2687626591807408,5.8,4.466666666666667,8.2,3.6,7.933333333333334,5.933333333333334,7.266666666666667,3.8666666666666667,6.533333333333333,8.066666666666666,4.166666666666667,4.766666666666667,7,4,9,3,True
30012,2025-12-27 17:00:00,Udinese,Lazio,1.0,1.0,1.1161556603773586,1.3631276033741635,7.5,5.3125,7.8125,4.8125,6.6875,4.5,8.5625,4.8125,8.03125,7.25,5.0625,4.65625,7,8,5,9,True
30009,2025-12-27 19:45:00,Pisa,Juventus,0.0,2.0,0.9593749999999999,1.350091911764706,7.5,2.5,9.6875,6.1875,9.25,6.25,6.5,4.5,7.0,9.46875,3.5,6.21875,6,3,7,7,True
30007,2025-12-28 11:30:00,Milan,Verona,3.0,0.0,1.3838509316770187,0.8860684918432374,9.0,4.466666666666667,6.466666666666667,4.6,7.466666666666667,4.866666666666666,7.4,5.666666666666667,8.2,6.966666666666667,5.066666666666666,4.7333333333333325,7,4,2,7,True
30005,2025-12-28 14:00:00,Cremonese,Napoli,0.0,2.0,1.1473765432098766,1.2929934606990456,5.0,3.625,10.25,5.75,8.066666666666666,4.6,5.733333333333333,5.333333333333333,5.366666666666667,9.158333333333333,4.479166666666666,5.175,3,3,12,10,True
30004,2025-12-28 17:00:00,Bologna,Sassuolo,1.0,1.0,1.3510224948875256,1.0802930715907444,8.733333333333333,5.0,6.733333333333333,3.6,6.875,3.9375,8.3125,4.8125,8.522916666666667,6.804166666666667,4.90625,3.76875,8,8,7,1,True
30013,2025-12-28 19:45:00,Atalanta,Inter,0.0,1.0,1.2088414634146343,1.68579040098495,9.3125,5.75,5.875,4.5625,11.533333333333333,5.933333333333334,5.2,4.066666666666666,7.25625,8.704166666666666,4.908333333333333,5.247916666666667,2,5,11,4,True
30010,2025-12-29 19:45:00,Roma,Genoa,3.0,1.0,1.1130681818181818,0.8314364346590909,8.75,4.4375,6.25,4.5625,7.25,4.25,8.1875,3.9375,8.46875,6.75,4.1875,4.40625,14,2,8,2,True
30015,2026-01-02 19:45:00,Cagliari,Milan,0.0,1.0,1.143160878809355,1.5766118978643502,5.823529411764706,4.0,9.058823529411764,4.352941176470588,8.875,4.4375,6.1875,4.75,6.005514705882353,8.966911764705882,4.375,4.3952205882352935,4,2,7,4,True
30016,2026-01-03 11:30:00,Como,Udinese,1.0,0.0,1.2698353293413174,0.9138332476133473,8.0,5.75,7.25,3.875,7.470588235294118,5.470588235294118,7.647058823529412,5.0588235294117645,7.8235294117647065,7.360294117647059,5.404411764705882,4.672794117647059,10,5,2,1,True
30018,2026-01-03 14:00:00,Genoa,Pisa,1.0,1.0,1.0803571428571428,1.1051772405794897,7.294117647058823,4.117647058823529,8.529411764705882,3.823529411764706,7.411764705882353,2.5294117647058822,9.529411764705882,6.235294117647059,8.411764705882353,7.970588235294118,5.1764705882352935,3.1764705882352944,7,5,6,4,True
30022,2026-01-03 14:00:00,Sassuolo,Parma,1.0,1.0,1.2269404803341455,0.9537078977300979,6.882352941176471,3.764705882352941,8.294117647058824,5.0,6.625,4.6875,8.5,5.625,7.6911764705882355,7.459558823529412,4.694852941176471,4.84375,7,4,8,8,True
30020,2026-01-03 17:00:00,Juventus,Lecce,1.0,1.0,1.2558823529411764,0.8130384069871602,9.117647058823529,6.294117647058823,6.470588235294118,4.411764705882353,5.875,4.4375,8.25,3.5625,8.683823529411764,6.172794117647059,4.928308823529411,4.424632352941177,16,9,1,5,True
30014,2026-01-03 19:45:00,Atalanta,Roma,1.0,0.0,1.1671826625386998,1.1468974023608882,8.882352941176471,5.705882352941177,6.176470588235294,4.529411764705882,9.058823529411764,4.294117647058823,6.352941176470588,4.411764705882353,7.617647058823529,7.617647058823529,5.0588235294117645,4.411764705882353,8,5,7,3,True
30021,2026-01-04 11:30:00,Lazio,Napoli,0.0,2.0,1.1064466484268127,1.0693553437718595,6.588235294117647,4.764705882352941,8.470588235294118,5.0,8.3125,4.9375,5.5625,5.1875,6.075367647058823,8.391544117647058,4.976102941176471,4.96875,5,0,10,4,True
30017,2026-01-04 14:00:00,Fiorentina,Cremonese,1.0,0.0,1.0765895953757225,1.3428385966315874,7.882352941176471,5.352941176470588,9.058823529411764,4.176470588235294,4.882352941176471,3.588235294117647,10.352941176470589,6.0,9.117647058823529,6.970588235294118,5.6764705882352935,3.882352941176471,12,10,3,3,True
30023,2026-01-04 17:00:00,Verona,Torino,0.0,3.0,0.9809626436781608,1.2678250718390804,7.125,5.0,7.375,5.5625,7.647058823529412,4.411764705882353,8.529411764705882,5.176470588235294,7.827205882352941,7.5110294117647065,5.088235294117647,4.987132352941177,3,4,8,13,True
30019,2026-01-04 19:45:00,Inter,Bologna,3.0,1.0,1.6694642857142856,1.1665792272243882,11.5,5.8125,5.0,4.125,8.6875,5.1875,6.75,3.4375,9.125,6.84375,4.625,4.65625,15,4,4,2,True
30031,2026-01-06 14:00:00,Pisa,Como,0.0,3.0,0.9392361111111112,1.3808086579226286,7.333333333333333,2.611111111111111,9.38888888888889,6.166666666666667,8.117647058823529,5.705882352941177,6.9411764705882355,3.7058823529411766,7.137254901960784,8.75326797385621,3.158496732026144,5.936274509803922,8,2,10,5,True
30027,2026-01-06 17:00:00,Lecce,Roma,0.0,2.0,0.9320372216683283,1.230046986412038,5.588235294117647,4.470588235294118,8.705882352941176,3.8823529411764706,8.944444444444445,4.222222222222222,6.444444444444445,4.444444444444445,6.016339869281046,8.82516339869281,4.457516339869281,4.052287581699346,2,4,6,4,True
30032,2026-01-06 19:45:00,Sassuolo,Juventus,0.0,3.0,1.2175405742821472,1.2802463748792972,6.888888888888889,3.7777777777777777,8.277777777777779,5.166666666666667,9.5,6.444444444444445,6.166666666666667,4.444444444444445,6.527777777777779,8.88888888888889,4.111111111111111,5.805555555555555,2,5,12,5,True
30029,2026-01-07 17:30:00,Napoli,Verona,2.0,2.0,1.3443148209004272,0.7982715556121763,8.411764705882353,4.882352941176471,5.529411764705882,4.882352941176471,6.882352941176471,4.9411764705882355,7.411764705882353,6.0,7.911764705882353,6.205882352941177,5.4411764705882355,4.911764705882353,11,4,2,9,True
30024,2026-01-07 17:30:00,Bologna,Atalanta,0.0,2.0,1.3172385620915033,1.083235547600106,8.411764705882353,5.0,7.235294117647059,3.4705882352941178,8.833333333333334,5.666666666666667,6.222222222222222,4.444444444444445,7.316993464052288,8.034313725490197,4.722222222222222,4.568627450980392,9,2,7,4,True
30033,2026-01-07 19:45:00,Torino,Udinese,1.0,2.0,1.137047268262738,1.2640237660923086,7.666666666666667,4.888888888888889,8.222222222222221,5.111111111111111,7.166666666666667,5.222222222222222,7.777777777777778,5.055555555555555,7.722222222222222,7.694444444444445,4.972222222222222,5.166666666666666,7,3,7,2,True
30026,2026-01-07 19:45:00,Lazio,Fiorentina,2.0,2.0,1.0824175824175826,0.90258195682724,6.5,4.5,8.555555555555555,4.944444444444445,8.11111111111111,5.611111111111111,8.722222222222221,4.111111111111111,7.611111111111111,8.333333333333332,4.305555555555555,5.277777777777778,12,5,6,2,True
30030,2026-01-07 19:45:00,Parma,Inter,0.0,2.0,0.9376406300225009,1.664677767392973,6.705882352941177,4.882352941176471,8.411764705882353,5.529411764705882,11.705882352941176,5.705882352941177,4.9411764705882355,4.0,5.8235294117647065,10.058823529411764,4.4411764705882355,5.617647058823529,2,2,16,10,True
30025,2026-01-08 17:30:00,Cremonese,Cagliari,2.0,2.0,1.0842391304347827,1.111154879601543,4.777777777777778,3.5555555555555554,10.444444444444445,6.222222222222222,5.722222222222222,3.888888888888889,8.944444444444445,4.333333333333333,6.861111111111111,8.083333333333334,3.944444444444444,5.055555555555555,8,4,13,8,True
30028,2026-01-08 19:45:00,Milan,Genoa,1.0,1.0,1.4100158982511923,0.8974042624896514,8.764705882352942,4.411764705882353,6.0588235294117645,4.588235294117647,7.277777777777778,4.166666666666667,8.38888888888889,3.8333333333333335,8.576797385620916,6.6683006535947715,4.122549019607844,4.377450980392156,24,8,5,2,True
30042,2026-01-10 14:00:00,Udinese,Pisa,2.0,2.0,1.1123372948500283,1.0892381028114282,7.157894736842105,5.052631578947368,7.7368421052631575,4.947368421052632,7.368421052631579,2.5789473684210527,9.421052631578947,6.105263157894737,8.289473684210526,7.552631578947368,5.578947368421053,3.7631578947368425,6,5,12,2,True
30035,2026-01-10 14:00:00,Como,Bologna,1.0,1.0,1.3104575163398693,1.0047657952069715,8.222222222222221,5.666666666666667,7.0,3.611111111111111,8.444444444444445,4.833333333333333,7.222222222222222,3.5,7.722222222222221,7.722222222222222,4.583333333333334,4.222222222222222,10,2,7,0,True
30041,2026-01-10 17:00:00,Roma,Sassuolo,2.0,0.0,1.1667133258678613,0.9170043986103448,8.789473684210526,4.2105263157894735,6.2105263157894735,4.421052631578948,6.631578947368421,3.8421052631578947,8.473684210526315,5.157894736842105,8.631578947368421,6.421052631578947,4.684210526315789,4.131578947368421,15,11,4,1,True
30034,2026-01-10 19:45:00,Atalanta,Torino,2.0,0.0,1.1925647451963242,1.0552084038926146,8.736842105263158,5.578947368421052,6.368421052631579,4.315789473684211,7.631578947368421,4.7894736842105265,8.157894736842104,4.947368421052632,8.44736842105263,7.0,5.2631578947368425,4.552631578947368,11,7,7,3,True
30040,2026-01-11 11:30:00,Lecce,Parma,1.0,2.0,0.9201754385964914,1.004536315876887,5.388888888888889,4.444444444444445,8.555555555555555,3.888888888888889,6.444444444444445,4.722222222222222,8.833333333333334,5.777777777777778,7.111111111111112,7.5,5.111111111111111,4.305555555555555,5,6,6,6,True
30036,2026-01-11 14:00:00,Fiorentina,Milan,1.0,1.0,1.114012124552218,1.6324287038838405,8.0,5.421052631578948,8.894736842105264,4.157894736842105,9.61111111111111,4.611111111111111,6.0,4.444444444444445,7.0,9.252923976608187,4.932748538011696,4.3845029239766085,15,5,9,4,True
